web-scraper-order,web-scraper-start-url,pagination,pagination-href,Text_select,Titulo ,Nota_element
"1561504476-2063","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","203","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1010-Air-France","O Boeing que faz este trecho está bem aparelhado, mas acho os assentos da classe econômica um tanto desconfortáveis. O espaço é ok, quando comparamos com outras companhias nas mesmas condições. O serviço de refeições é bastante razoável, com comida decente e boa opção de bebidas. Check in tranquilo e atendimento razoável durante todo o voo. No voo de volta tivemos um atraso de mais ou menos uma hora, já no avião, mas por um problema do aeroporto, não da companhia.","Certo conforto e atendimento ok","<span class=""ui_bubble_rating bubble_30""></span>"
"1561503869-1112","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","193","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or960-Air-France","Esse vôo já faz algum tempo, mas acredito que não tenha mudado nada. Sabemos que brasileiros são indisciplinados muitas vezes, mas a empresa tem que fazer cumprir as regras dentro da aeronave. Uma senhora resolveu que sentaria no meu assento, reservado com UM ANO de antecedência. Solicitei que desocupasse e começou uma arenga sem fim. Eu atrapalhando as pessoas que tentavam transitar pelo corredor pois minha bagagem de mão não tinha mais como ser guardada. O comissário de bordo se fingindo de morto, não tomou nenhuma providência para retirar a pessoa do meu lugar. Aquele olhar de quem pensa ""deixa esses subdesenvolvidos se resolverem"". Conclusão: reservei corredor, viajei no meio entre dois homens, com a bagagem nos pés! Mesmo quem paga menos merece um minimo de respeito da empresa, embora ela não possa dar educação basica, deve fazer cumprir as regras, afinal eles não nos colocam para fora do avião se criarmos algum tumulto? Fiquei quieta para não correr esse risco. Era só o que faltava!","Isto é problema seu, passageiro de econômica!","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504126-1517","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","72","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or355-Air-France","amamos tudo, desde o lounge L, voo fantástico, comida, atenção dos comissários. única ressalva foi o barulho na sala de descanso do lounge. deveria ter algo mais privativo e poltronas mais confortáveis.","amazing","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504228-1674","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","24","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or115-Air-France","Voo excelente, muito confortável, sem atrasos e com ótimo atendimento dos comissários. Uma das melhores companhias aéreas.","Voo excelente!","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503836-1055","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","210","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1045-Air-France","Viajei com a Air France de Berlim até Brasília com conexão em Paris. Dei sorte que a ocupação do vôo na parte intercontinental estava baixa, fazendo com que os acentos da fileira em que eu estava ficassem livres; dessa maneira sobrou espaço para que eu conseguisse descansar bem, caso contrário, acredito que o espaço entre poltronas seria pequeno. A alimentação e o atendimento dos comissários e aeromoços foi muito bom, assim como a limpeza dos sanitários era satisfatória, não tenho do que reclamar. Recomendo a Air France pela boa relação custo/benefício.","Bom custo/benefício","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503916-1179","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","172","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or855-Air-France","Bom atendimento, avião excelente, ótimos serviços, comida de grande qualidade, ou seja, uma viagem de 10 horas que se tornou tranquila.","Excelente experiência","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503724-878","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","264","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1315-Air-France","Viagem magnífica, comemoramos nossos 40 anos com uma espetacular champanhe e um jantar especialíssimo","Magnifica","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503766-943","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","244","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1215-Air-France","Serviço de bordo EXELENTE! Comida ótima! bebidas servidas a vontade! Muito bem recepcionada pelos comissarios! Conforto nos ascentos enfim amo viajar pela AIR FRANCE","Comida a bordo muito boa!","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503805-1008","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","225","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1120-Air-France","Voo sem problemas, atendimento bom no aeroporto com área especial, o pessoal foi atencioso, tudo despachado em poucos minutos.","Voo curto e sem problemas.","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504166-1580","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","52","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or255-Air-France","Voei de premium economy recentemente e é apenas um pouco melhor que a econômica de fato. O jantar servido a bordo e a poltrona que “escorrega” para a frente  conferindo uma inclinação um pouquinho (bem pouquinho) maior que a econômica. Se você pode acar com os custos sem problemas, vale a pena o investimento. Caso faça diferença no seu orçamento de viagem e/ou da vida recomendo voar de econômica mesmo.","Um pouco melhor, mas, ainda ruim.","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504083-1448","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","93","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or460-Air-France","O serviço de bordo, além de farto (com refeição completa e bebidas a escolher entre vinhos, sucos, água etc), é muito gostoso. Além disso, tive um problema em meu televisor, que foi solucionado pelos comissários. Com relação ao entretenimento, há uma variedade de filmes recém lançados para que possamos assistir em diversas línguas.","Muito confortável!","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503857-1093","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","199","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or990-Air-France","Um único problema, um incomum atraso no voo. No mais, tudo transcorreu muito bem, um voo atendendo bem as expectativas.","Viagem boa com bom custo benefício","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504155-1559","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","58","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or285-Air-France","Melhor companhia aérea que já viajei.Tripulação excelente. Aeromoças muito atenciosas.Comida muito gostosa. Como foi um vôo longo teve além das refeições lanche, sorvete tipo picolé magnum, bala. Tudo excelente.","Muitoo boa","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504149-1549","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","61","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or300-Air-France","Ar condicionado absurdamente gelado.
Refeições péssimas e espaço apertado.
Banheiros sem sabonete desde o inicio do voo e comissários lentos e confusos.","Voo desconfortável","<span class=""ui_bubble_rating bubble_20""></span>"
"1561503733-889","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","259","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1290-Air-France","A companhia aérea competente no serviço prestado. Do drink de boas vindas, enquanto aguarda-se o jantar, o cardápio escrito pra você escolher o que quer comer. Aeromoças e comissários muito atenciosos. Sorvete e água são oferecidos durante a noite. Pontualidade é outro ponto favorável. Sem problemas com a bagagem, chegou inteira e a liberação bastante rápida.","Boa experiencia","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503840-1062","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","208","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1035-Air-France","Foi um vôo tranquilo. A poltrona não é a mais confortável, mas não incomoda. Havia tomada a bordo. O sistema de entretenimento é completo. A comida é muito boa... Solicitei o menu vegetariano com antecedência e fui um dos primeiros a ser servido! Recomendo...","Bon voyage","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504467-2047","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","194","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or965-Air-France","Poltronas muito confotáveis, reclinam até a posição horizontal. Jantar excelente e boas opções de filmes, embora restrito no português. Na chegada espera de uma hora e meia aproximadamente para a liberação da bagagem. Alegaram greve de funcionários.","Confortável","<span class=""ui_bubble_rating bubble_50""></span>"
"1561503970-1265","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","147","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or730-Air-France","Funcionários muito solícitos no check-in nos orientando e prestando ajuda. No despacho das bagagens tudo certo. Viagem tranquila com entretenimento abordo muito bom. Poltrona com assentos confortável para os pés. Refeição boa e tudo na média pela classe escolhida.","Bom","<span class=""ui_bubble_rating bubble_30""></span>"
"1561503987-1296","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","138","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or685-Air-France","Check in via internet, atendimento de bordo atencioso, breakfast agradável, bebidas e lunch adequado, bom espaço entre poltronas, filmes e jogos muito bons. Experiência agradável, voos AF0443 GRU/CDG, AF1624 CDG/Lisbon, AF1005 Rome Fiumicino/CDG e AF0456 CDG/GRU. Quatro equipes diferentes em 4 trechos, sem alteração no digna de registro. Dica: sorria e faca seu pedido, vai ser bem atendido.","São Paulo/Paris/Lisboa e Roma/Paris/São Paulo","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504217-1660","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","28","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or135-Air-France","Como todos os voos do Rio, os avioes são piores que S. Paulo, embora a passagem seja o mesmo preço.
A comida que deveria ser boa, cada vez que viajo está pior. No ultimo ano, foram 3 vezes de nov 2017 a nov de 2018, e cada vez pior.","Descriminação com Rio de janeiro","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503934-1209","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","163","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or810-Air-France","Boa companhia com bom entretenimento e serviço de bordo. Só o espaço para pernas e conforto ficam a desejar como toda classe econômica poderia melhorar.","Satisfação","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504053-1401","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","106","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or525-Air-France","Gosto muito da Air France porque os comissários de bordo são muito gentis e solícitos.
As refeições são servidas quentes e são saborosas e os voos tem sido pontuais. Antes eram dois voos diários e por conta da crise que assola nosso pais , a Air France faz apenas um voo que parte por volta das cinco da tarde chegando às oito da manha, ou seja às quatro da manha ( horário Brasil) !!! 
Torcendo para a volta do segundo vôo!  Apesar desta ressalva, a Air France é minha preferida!","Excelente viagem!","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504160-1571","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","55","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or270-Air-France","Eu gostei muito do meu voo, tanto da ida, quanto da volta, os comissários foram muito atenciosos, sempre sorridente e muito simpaticos, a comida estava boa, eu comprei os assentos para 2 pessoas p/ o meu marido e eu e foi um otimo investimento, eu recomendo principalmente para pessoas que precisam ir ao banheiro com frequencia e para esticar as pernas tbm, é otimo. O entretenimento é otimo, tinha filmes que estavam ainda no cinema no Brasil e ja estavam passando la, adorei. Os assentos são bons e pelo menos nestes assentos o espaço entre os bancos estava maior do que estamos acostumados. Recomendo voar com a Air France.","Uma experiencia melhor do esperado","<span class=""ui_bubble_rating bubble_50""></span>"
